NAME,Neighbourhood ID,Neighbourhood Name,LATITUDE,LONGITUDE,LOCATION
Victoria Park,1200,River Valley Victoria,53.533937,-113.523658,"(53.533984434360924, -113.52359169382508)"
Brittania Youngstown Community League,4060,Britannia Youngstown,53.548388,-113.597827,"(53.54846980173055, -113.59783772033968)"
Ritchie Park,6610,Ritchie,53.513893,-113.481833,"(53.51392651876913, -113.48163368071484)"
King Edward School,5480,Strathcona,53.521405,-113.492582,"(53.521502120477095, -113.49252780503058)"
Secord Playground,4487,Secord,53.533431,-113.691525,"(53.5334312203346, -113.6916465121084)"
Malmo Plains School,5280,Malmo Plains,53.485078,-113.530391,"(53.48494966057933, -113.53039742307118)"
Prince Charles,3350,Prince Charles,53.578222,-113.539786,"(53.578339983950926, -113.53964213019728)"
Larkspur Dry Pond,6390,Larkspur,53.478561,-113.377963,"(53.47850220273065, -113.3780469750128)"
John Patrick Gillese Park,4720,Glastonbury,53.503418,-113.669005,"(53.50339708206493, -113.66885575551018)"
Rutherford Park,5454,Rutherford,53.420024,-113.535001,"(53.42010365216122, -113.53493315592763)"
Glengarry Day C,2290,Glengarry,53.594279,-113.475750,"(53.594404012371214, -113.47548808444824)"
St. Gregory,3300,McQueen,53.552114,-113.568846,"(53.55204955595114, -113.56868441829322)"
JH Picard,6290,Hazeldean,53.506922,-113.485153,"(53.506920960613655, -113.48549722263533)"
La Perle Playground,4240,La Perle,53.533310,-113.643823,"(53.533239417639436, -113.64391371064235)"
Bisset School,6030,Bisset,53.461850,-113.399427,"(53.46175134990383, -113.39922319915367)"
Our Lady of Vic,4280,Lynnwood,53.514279,-113.594892,"(53.514431179945376, -113.59480117705664)"
Mill Woods Play and Spray,6510,Mill Woods Park,53.455272,-113.436248,"(53.455281314085695, -113.43606328058883)"
Cumberland Park,3150,Cumberland,53.610989,-113.544352,"(53.610976250977714, -113.54448973605948)"
Norwood School,1010,Alberta Avenue,53.560035,-113.488370,"(53.56007368967386, -113.48820266446359)"
Windermere Tot Lot,5570,Windermere,53.447601,-113.611371,"(53.447510376557716, -113.61128822681195)"
Greenfield Sch,5220,Greenfield,53.472514,-113.525810,"(53.47243488006855, -113.52582230965199)"
Father L. Green,2410,Kilkenny,53.607279,-113.457099,"(53.607204274969774, -113.45726198179061)"
Terwillegar Towne Playground,5640,Terwillegar Towne,53.449854,-113.584851,"(53.44968746923235, -113.58477866773597)"
Giovanni Caboto,1140,McCauley,53.556266,-113.484164,"(53.55628603790177, -113.48409096894517)"
Ogilvie Ridge Community,5300,Ogilvie Ridge,53.463286,-113.561864,"(53.46322739577123, -113.56200881852428)"
Starling,4474,Starling,53.593650,-113.655154,"(53.59362356339111, -113.65527400666326)"
Belgravia Community League,5040,Belgravia,53.509570,-113.530525,"(53.50954448596987, -113.53065578505371)"
Cy Becker Tot Lot,2611,Cy Becker,53.629203,-113.401175,"(53.62914051975014, -113.40109612525153)"
St. Gabriel School,6061,Capilano,53.550610,-113.423470,"(53.55054348055042, -113.42341198035481)"
Giovanni Caboto,1140,McCauley,53.556424,-113.484156,"(53.55648228164848, -113.48397484410091)"
Overlanders Playground,2590,Overlanders,53.580988,-113.387383,"(53.58093034500219, -113.38721722764402)"
Borden Park,1240,Virginia Park,53.561928,-113.454117,"(53.56193719297596, -113.45422459554945)"
Westglen,3440,Westmount,53.554847,-113.542409,"(53.55488067279593, -113.54241259310632)"
Richfield Tot Lot,6600,Richfield,53.473039,-113.457482,"(53.47296519494199, -113.45757128947716)"
Jackie Parker Park,6500,Mill Woods Golf Course,53.484242,-113.421958,"(53.48423189162405, -113.42223075226258)"
Kildare Park,2400,Kildare,53.605572,-113.456296,"(53.605505563410446, -113.45620612553081)"
Cameron Heights,4466,Cameron Heights,53.473239,-113.636405,"(53.4732607933161, -113.63633064540521)"
Windsor Park School,5580,Windsor Park,53.523573,-113.536033,"(53.52357813590162, -113.53596822067729)"
Ottewell Community League,6550,Ottewell,53.530909,-113.423959,"(53.53103336161079, -113.42409289397625)"
Rundle Park,2650,River Valley Rundle,53.555069,-113.386828,"(53.55504181322043, -113.38684585269638)"
Potter Greens Playground #1,4710,Potter Greens,53.519359,-113.666858,"(53.519315915046334, -113.66672743162366)"
Norwood Square,1010,Alberta Avenue,53.564870,-113.487874,"(53.56478936621873, -113.4880647436906)"
St. Angela School,3430,Wellington,53.595519,-113.551362,"(53.595477404590625, -113.55128559142116)"
Glastonbury Park West,4720,Glastonbury,53.505534,-113.672428,"(53.505459087494124, -113.67257749860597)"
Beverly Jubilee Park,2040,Beacon Heights,53.574396,-113.407220,"(53.57422828756202, -113.4070959678653)"
Silver Heights Park,6710,Strathearn,53.532741,-113.464921,"(53.532566098765386, -113.46490543415725)"
Falconer Park,5190,Falconer Heights,53.463152,-113.588499,"(53.463293624596396, -113.58824710032121)"
Ellerslie Campus,6661,Charlesworth,53.426798,-113.442334,"(53.426819455269566, -113.4421377976245)"
,4080,Callingwood South,53.499450,-113.622416,"(53.49953306483341, -113.62251244945759)"
Holyrood School,6310,Holyrood,53.531167,-113.450762,"(53.53102890560218, -113.45088443925957)"
Laurel Park,6444,Laurel,53.451392,-113.390185,"(53.451417492425286, -113.39007279738655)"
Kenilworth Park,6350,Kenilworth,53.522641,-113.437440,"(53.52267233997675, -113.43736219567083)"
Hollick Kenyon Park Playground,2340,Hollick-Kenyon,53.621382,-113.419882,"(53.621366785541234, -113.4201297557563)"
Kenilworth Park,6350,Kenilworth,53.522972,-113.437560,"(53.52283241065646, -113.43747039343164)"
Brightview Community League,4090,Canora,53.548483,-113.587363,"(53.54839652980198, -113.58727185561975)"
Donnan Park/Arena,6492,Mill Creek Ravine South,53.515336,-113.468507,"(53.51529389491394, -113.46846869442464)"
Royal Gardens Community League,5430,Royal Gardens,53.478204,-113.535767,"(53.47812825946394, -113.53577006375713)"
Maple Ridge Park,6410,Maple Ridge,53.501645,-113.368111,"(53.50186293909404, -113.36807873737737)"
Central McDougall,1030,Central McDougall,53.555211,-113.503869,"(53.5551623282009, -113.50371638588254)"
Woodcroft Playground,3450,Woodcroft,53.564999,-113.561878,"(53.56488296828316, -113.56203124827161)"
Floden Park,2100,Beverly Heights,53.563655,-113.408014,"(53.56368041433589, -113.4079055203704)"
Floden Park,2100,Beverly Heights,53.563735,-113.407420,"(53.563755112980814, -113.40752426651201)"
Westbrook School,5020,Aspen Gardens,53.475491,-113.540880,"(53.47537665248382, -113.5407020925085)"
King Edward School,5480,Strathcona,53.521291,-113.492702,"(53.52126390372736, -113.49255752438086)"
Paisley Park,5469,Paisley,53.414677,-113.559506,"(53.41467706881488, -113.5595727615555)"
McKernan Park,5290,McKernan,53.510915,-113.519130,"(53.51105002673305, -113.51891810551678)"
Rapperswill,3370,Rapperswill,53.637803,-113.532713,"(53.637800450674234, -113.53282476241958)"
Daly Grove School,6150,Daly Grove,53.448864,-113.399378,"(53.448960479918355, -113.39929245227154)"
Monsignor Walter Fitzgerald Playground,4270,Lymburn,53.505571,-113.635037,"(53.505522615705694, -113.6348507708467)"
Jackie Parker Park,6500,Mill Woods Golf Course,53.484457,-113.424477,"(53.48439803981091, -113.42443646459654)"
Lilliput Park,6610,Ritchie,53.510060,-113.479383,"(53.51008419717785, -113.47918319028909)"
St. Phillip/Kinsman,2260,Evansdale,53.609079,-113.475476,"(53.609132058326686, -113.47540653811392)"
Ekota School,6200,Ekota,53.450059,-113.442471,"(53.45000465616734, -113.44233800780879)"
St. Gerard School,1100,Eastwood,53.580182,-113.469756,"(53.58007054630596, -113.46960598800857)"
Balwin,2020,Balwin,53.591415,-113.450804,"(53.591366113183994, -113.45071618962703)"
Terwillegar Towne East,5640,Terwillegar Towne,53.446723,-113.575530,"(53.446673217361806, -113.57545767310731)"
McQueen Community League,3300,McQueen,53.554140,-113.570273,"(53.55418939125875, -113.57041439115008)"
Kinsmen Park Senior,5390,River Valley Walterdale,53.527291,-113.509153,"(53.52724773174176, -113.50894606123353)"
Terwillegar Towne East,5640,Terwillegar Towne,53.446564,-113.575575,"(53.44646980912559, -113.57552726066206)"
"W.C. ""Tubby"" Bateman Park",5480,Strathcona,53.523229,-113.480044,"(53.52318290845394, -113.48011036294207)"
Greenview,6280,Greenview,53.474570,-113.428289,"(53.47450084175496, -113.42828681626463)"
Terwillegar South,5642,South Terwillegar,53.442703,-113.587139,"(53.44274754379042, -113.58703862623338)"
Prog. Academy,3200,Glenora,53.550082,-113.550126,"(53.550012879781846, -113.55020824050284)"
Our Lady of the Prairies Playground,4080,Callingwood South,53.499328,-113.623826,"(53.49937849547747, -113.62398176727037)"
Bishop Savaryn School,3280,Lorelei,53.621806,-113.507063,"(53.62176978685844, -113.50723282718164)"
Monsignor Fee Otterson,5454,Rutherford,53.417354,-113.520751,"(53.41725791848013, -113.52087714224022)"
Beacon Heights School,2040,Beacon Heights,53.575614,-113.414721,"(53.57567445844966, -113.4148227763788)"
Cy Becker Park,2611,Cy Becker,53.634085,-113.407956,"(53.63407450479674, -113.40778603117207)"
Robert Brett Park,2080,Belvedere,53.596371,-113.427778,"(53.5964699697946, -113.42774641362794)"
Hazeldean School,6290,Hazeldean,53.503328,-113.477159,"(53.503213852300775, -113.47705862727219)"
Eaux Claires Park Playground,2241,Eaux Claires,53.621680,-113.486204,"(53.62162532622773, -113.48619028861732)"
Belvedere School/Park,2080,Belvedere,53.594153,-113.434997,"(53.594215890630124, -113.43527772239581)"
Westmount Back Alley Park,3440,Westmount,53.552240,-113.547400,"(53.552239151331506, -113.54735033403341)"
Jasper Park Playground,4230,Jasper Park,53.520469,-113.584309,"(53.520599870805064, -113.58460340613308)"
,2350,Homesteader,53.583320,-113.407687,"(53.583320128541814, -113.40781044495311)"
Capilano School,6061,Capilano,53.556018,-113.422124,"(53.55588092349642, -113.42202951060686)"
,6661,Charlesworth,53.426749,-113.399710,"(53.426818480945364, -113.39952930603884)"
Tipton Park,5330,Queen Alexandra,53.516470,-113.509744,"(53.51648212385854, -113.50965717258629)"
Capilano School,6061,Capilano,53.555722,-113.422354,"(53.555627642428604, -113.42237599072098)"
Tipton Park,5330,Queen Alexandra,53.516504,-113.510245,"(53.51651283209478, -113.51019399878908)"
,6441,Maple,53.480700,-113.351122,"(53.48062673167017, -113.35114436744644)"
Tipton Park,5330,Queen Alexandra,53.516517,-113.509866,"(53.516520140053984, -113.50979872346994)"
,2700,Schonsee,53.633109,-113.459467,"(53.63309470939217, -113.45927480401687)"
,6444,Laurel,53.450919,-113.376648,"(53.45092466123502, -113.37655719223119)"
Tipton Park,5330,Queen Alexandra,53.516486,-113.510650,"(53.51642011858172, -113.51057335204831)"
Poplar Park,2050,Belle Rive,53.626536,-113.473578,"(53.62636941097111, -113.47362420533676)"
Horsehill School/Playground,2671,Marquis,53.657200,-113.343207,"(53.657117408264064, -113.34311572091806)"
Horsehill School/Playground,2671,Marquis,53.657202,-113.342964,"(53.657174159536225, -113.34279780702079)"
Avonmore Park,6020,Avonmore,53.510373,-113.448926,"(53.51028081453963, -113.4486986913455)"
Ambleside,5505,Ambleside,53.432881,-113.604043,"(53.43276848954876, -113.60404135358823)"
Montrose Community League,2550,Montrose,53.572521,-113.432931,"(53.57262904821086, -113.43300796290188)"
Bergman Park,2090,Bergman,53.578987,-113.408667,"(53.579108414715385, -113.40868362755214)"
Idylwylde/Metro School,6320,Idylwylde,53.522152,-113.453622,"(53.522295339387554, -113.45349315430374)"
Dovercourt Community League Playground,3170,Dovercourt,53.576167,-113.559421,"(53.576086659739694, -113.55944584918797)"
Blackburne,5590,Blackburne,53.429496,-113.499855,"(53.42944559780341, -113.4996902542307)"
Montrose Community League,2550,Montrose,53.572537,-113.433191,"(53.57243009706506, -113.43315831503418)"
Grandview School,5210,Grandview Heights,53.498916,-113.546497,"(53.498971254348774, -113.54666123298449)"
Laurier Park Playground,3382,River Valley Laurier,53.510060,-113.549518,"(53.51005504260828, -113.54943630373978)"
Zoie Gardner Park,2020,Balwin,53.585448,-113.450596,"(53.58540902399322, -113.45046048654224)"
Scott Robertson,3390,Rosslyn,53.596161,-113.504216,"(53.59630460227576, -113.50405444364355)"
Dovercourt Community League Playground,3170,Dovercourt,53.575746,-113.559786,"(53.57586467654181, -113.55966795997278)"
Kensington Playground,3250,Kensington,53.595903,-113.530718,"(53.595747276924, -113.53110274573561)"
Greenview School,6280,Greenview,53.473497,-113.426732,"(53.47355437790573, -113.42660435973485)"
Wolf Willow Park Playground,4360,Oleskiw,53.499200,-113.604380,"(53.49912700344393, -113.60466800593869)"
Gold Bar Condos,6620,River Valley Gold Bar,53.542648,-113.409779,"(53.54268048388245, -113.4095348875208)"
George Luck School,5100,Bulyea Heights,53.472898,-113.573036,"(53.47290602442703, -113.57279451985863)"
Gold Bar Sch,6270,Gold Bar,53.549512,-113.414335,"(53.54955571118754, -113.41421140547233)"
Tipton Park,5330,Queen Alexandra,53.516455,-113.510137,"(53.51636732810671, -113.51018834993761)"
Youngstown,4060,Britannia Youngstown,53.546108,-113.603955,"(53.54599716538141, -113.60394844712607)"
Bonnie Doon Park,6040,Bonnie Doon,53.527376,-113.470595,"(53.52746649554369, -113.47049782109971)"
Crestwood Community League Playground,3140,Crestwood,53.533157,-113.569657,"(53.53331468129548, -113.56975653455703)"
Caernarvon Park,3060,Caernarvon,53.610791,-113.528156,"(53.610937348999485, -113.52818828332386)"
Northmount,2580,Northmount,53.603334,-113.477589,"(53.60329250539718, -113.4774491760223)"
Brintnell Park Playground,2110,Brintnell,53.619315,-113.407788,"(53.619359616640395, -113.40738144321222)"
Belle Rive Playground,2050,Belle Rive,53.619683,-113.470921,"(53.6197927205576, -113.47067749089382)"
Rideau School,5360,Rideau Park,53.478511,-113.504728,"(53.478470598274775, -113.50462941440006)"
St. Gabriel School,6061,Capilano,53.551001,-113.423784,"(53.55085304086636, -113.42360546752704)"
Caernarvon Tot Lot B,3060,Caernarvon,53.609809,-113.520312,"(53.609882251731094, -113.52042401871364)"
Gallagher Park,6070,Cloverdale,53.535876,-113.472600,"(53.535830806335795, -113.4726483193511)"
Jamieson Place Playground,4220,Jamieson Place,53.490271,-113.651067,"(53.490261733796245, -113.65093620177379)"
Richfield,6600,Richfield,53.469061,-113.452228,"(53.46906212094977, -113.45244099758129)"
Dovercourt,3170,Dovercourt,53.574185,-113.561889,"(53.57419879819477, -113.56197064251597)"
Oxford Park,3320,Oxford,53.617816,-113.547562,"(53.617946060649174, -113.54764460260168)"
Elsinore/Chambery Park,3190,Elsinore,53.640986,-113.505937,"(53.640909930241435, -113.50595754786804)"
